MatchID,Date,Season,Venue,Team1,Team2,Winner,Margin,MarginType,PlayerOfMatch,RunsTeam1,RunsTeam2,WicketsTeam1,WicketsTeam2
MATCH0190,2020-09-18,2020,Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Punjab Kings,29,runs,Player_73,200,236,4,1
MATCH0191,2016-05-15,2016,Delhi,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,12,wickets,Player_43,197,150,7,1
MATCH0192,2020-07-19,2020,Chennai,Kolkata Knight Riders,Rajasthan Royals,Punjab Kings,25,runs,Player_11,120,151,0,5
MATCH0193,2020-06-03,2020,Hyderabad,Rajasthan Royals,Mumbai Indians,Punjab Kings,29,runs,Player_38,248,203,5,9
MATCH0194,2010-07-12,2010,Chennai,Sunrisers Hyderabad,Mumbai Indians,Delhi Capitals,24,runs,Player_6,200,238,8,3
MATCH0195,2008-06-24,2008,Mumbai,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,22,runs,Player_39,163,162,5,4
MATCH0196,2022-05-21,2022,Hyderabad,Punjab Kings,Sunrisers Hyderabad,Rajasthan Royals,40,runs,Player_49,215,183,10,1
MATCH0197,2010-02-25,2010,Mumbai,Delhi Capitals,Rajasthan Royals,Delhi Capitals,44,wickets,Player_94,166,163,1,6
MATCH0198,2014-09-26,2014,Pune,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,35,runs,Player_78,151,192,6,8
MATCH0199,2018-06-20,2018,Kolkata,Punjab Kings,Sunrisers Hyderabad,Mumbai Indians,15,runs,Player_90,83,213,8,0
MATCH0200,2020-07-27,2020,Delhi,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai Indians,41,wickets,Player_91,211,239,5,5
MATCH0201,2013-12-08,2013,Chennai,Punjab Kings,Mumbai Indians,Sunrisers Hyderabad,33,runs,Player_95,192,141,9,5
MATCH0202,2009-03-20,2009,Pune,Chennai Super Kings,Royal Challengers Bangalore,Delhi Capitals,33,wickets,Player_62,210,195,0,6
MATCH0203,2018-02-26,2018,Jaipur,Punjab Kings,Rajasthan Royals,Rajasthan Royals,24,runs,Player_11,221,135,0,8
MATCH0204,2016-12-12,2016,Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,21,wickets,Player_74,173,138,1,1
MATCH0205,2012-10-31,2012,Pune,Mumbai Indians,Rajasthan Royals,Delhi Capitals,19,wickets,Player_89,236,116,4,7
MATCH0206,2012-08-20,2012,Kolkata,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,23,wickets,Player_49,85,101,1,7
MATCH0207,2017-03-01,2017,Pune,Chennai Super Kings,Sunrisers Hyderabad,Royal Challengers Bangalore,10,runs,Player_17,188,225,6,6
MATCH0208,2016-04-14,2016,Chennai,Punjab Kings,Royal Challengers Bangalore,Rajasthan Royals,14,wickets,Player_67,224,136,5,9
MATCH0209,2018-05-23,2018,Bangalore,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,42,wickets,Player_6,157,92,4,7
MATCH0210,2008-05-20,2008,Mumbai,Rajasthan Royals,Mumbai Indians,Kolkata Knight Riders,42,wickets,Player_27,149,85,2,3
MATCH0211,2008-07-23,2008,Delhi,Rajasthan Royals,Punjab Kings,Rajasthan Royals,28,wickets,Player_10,235,196,2,0
MATCH0212,2023-03-30,2023,Hyderabad,Chennai Super Kings,Punjab Kings,Mumbai Indians,40,runs,Player_32,81,127,4,1
MATCH0213,2024-07-16,2024,Mumbai,Mumbai Indians,Kolkata Knight Riders,Chennai Super Kings,35,wickets,Player_99,98,103,3,6
MATCH0214,2025-06-16,2025,Jaipur,Delhi Capitals,Royal Challengers Bangalore,Mumbai Indians,38,wickets,Player_17,231,205,6,8
MATCH0215,2012-11-21,2012,Bangalore,Rajasthan Royals,Chennai Super Kings,Kolkata Knight Riders,33,wickets,Player_24,128,228,4,5
MATCH0216,2016-03-16,2016,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi Capitals,14,runs,Player_3,86,165,6,0
MATCH0217,2017-06-12,2017,Hyderabad,Punjab Kings,Rajasthan Royals,Rajasthan Royals,13,runs,Player_73,228,120,6,8
MATCH0218,2022-03-16,2022,Hyderabad,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,35,runs,Player_44,179,204,6,6
MATCH0219,2012-11-21,2012,Jaipur,Sunrisers Hyderabad,Punjab Kings,Kolkata Knight Riders,32,runs,Player_34,180,84,5,2
MATCH0220,2022-11-22,2022,Kolkata,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,40,wickets,Player_39,164,166,0,7
MATCH0221,2024-01-09,2024,Hyderabad,Punjab Kings,Chennai Super Kings,Punjab Kings,35,runs,Player_95,203,214,8,10
MATCH0222,2020-06-30,2020,Kolkata,Mumbai Indians,Kolkata Knight Riders,Royal Challengers Bangalore,28,runs,Player_12,104,241,2,10
MATCH0223,2022-10-29,2022,Pune,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,38,wickets,Player_71,122,139,2,8
MATCH0224,2020-03-28,2020,Delhi,Punjab Kings,Royal Challengers Bangalore,Mumbai Indians,11,wickets,Player_27,155,236,1,2
MATCH0225,2010-04-27,2010,Pune,Chennai Super Kings,Mumbai Indians,Delhi Capitals,1,runs,Player_79,223,104,2,3
MATCH0226,2018-10-15,2018,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai Super Kings,38,wickets,Player_36,197,228,2,8
MATCH0227,2019-04-26,2019,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Punjab Kings,19,wickets,Player_38,212,174,7,9
MATCH0228,2015-08-07,2015,Mumbai,Royal Challengers Bangalore,Kolkata Knight Riders,Chennai Super Kings,25,runs,Player_35,144,151,4,10
MATCH0229,2010-11-16,2010,Chennai,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai Indians,22,wickets,Player_62,249,197,1,8
MATCH0230,2022-04-20,2022,Mumbai,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,50,wickets,Player_97,149,101,7,0
MATCH0231,2024-06-01,2024,Delhi,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,50,runs,Player_9,247,89,4,9
MATCH0232,2022-08-24,2022,Pune,Royal Challengers Bangalore,Chennai Super Kings,Sunrisers Hyderabad,31,wickets,Player_42,155,178,10,9
MATCH0233,2022-04-07,2022,Jaipur,Mumbai Indians,Mumbai Indians,Rajasthan Royals,18,runs,Player_83,219,169,0,0
MATCH0234,2018-06-05,2018,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Royal Challengers Bangalore,13,wickets,Player_30,193,220,10,3
MATCH0235,2023-01-15,2023,Jaipur,Mumbai Indians,Sunrisers Hyderabad,Royal Challengers Bangalore,4,wickets,Player_33,136,211,1,0
MATCH0236,2023-01-27,2023,Bangalore,Delhi Capitals,Sunrisers Hyderabad,Kolkata Knight Riders,13,runs,Player_33,202,111,5,9
MATCH0237,2014-02-01,2014,Chennai,Delhi Capitals,Chennai Super Kings,Sunrisers Hyderabad,30,wickets,Player_74,102,100,9,2
MATCH0238,2016-11-22,2016,Bangalore,Chennai Super Kings,Mumbai Indians,Punjab Kings,19,wickets,Player_98,92,167,9,9
MATCH0239,2013-06-05,2013,Mumbai,Royal Challengers Bangalore,Rajasthan Royals,Punjab Kings,37,wickets,Player_36,192,195,0,3
MATCH0240,2010-05-30,2010,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Kolkata Knight Riders,1,runs,Player_4,85,237,10,1
MATCH0241,2021-04-12,2021,Chennai,Sunrisers Hyderabad,Delhi Capitals,Rajasthan Royals,31,wickets,Player_45,229,115,2,4
MATCH0242,2022-03-19,2022,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,25,wickets,Player_18,168,118,0,4
MATCH0243,2013-06-14,2013,Hyderabad,Punjab Kings,Punjab Kings,Rajasthan Royals,3,runs,Player_87,245,84,4,0
MATCH0244,2010-09-15,2010,Mumbai,Royal Challengers Bangalore,Kolkata Knight Riders,Punjab Kings,33,runs,Player_19,192,183,0,3
MATCH0245,2022-12-13,2022,Pune,Kolkata Knight Riders,Delhi Capitals,Royal Challengers Bangalore,3,wickets,Player_89,89,117,7,10
MATCH0246,2020-08-11,2020,Kolkata,Mumbai Indians,Royal Challengers Bangalore,Punjab Kings,12,wickets,Player_14,109,80,3,0
MATCH0247,2017-10-24,2017,Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,43,wickets,Player_21,84,228,5,4
MATCH0248,2019-10-07,2019,Kolkata,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,44,wickets,Player_78,200,112,5,9
MATCH0249,2011-04-04,2011,Chennai,Sunrisers Hyderabad,Kolkata Knight Riders,Rajasthan Royals,6,wickets,Player_36,239,244,3,2
MATCH0250,2023-03-01,2023,Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,50,runs,Player_88,134,126,1,9
MATCH0251,2015-05-30,2015,Bangalore,Mumbai Indians,Delhi Capitals,Sunrisers Hyderabad,34,runs,Player_70,163,172,3,1
MATCH0252,2023-01-11,2023,Pune,Chennai Super Kings,Royal Challengers Bangalore,Kolkata Knight Riders,28,runs,Player_42,201,180,9,4
MATCH0253,2023-03-06,2023,Bangalore,Sunrisers Hyderabad,Delhi Capitals,Punjab Kings,9,runs,Player_85,188,155,4,9
MATCH0254,2024-03-04,2024,Jaipur,Sunrisers Hyderabad,Chennai Super Kings,Kolkata Knight Riders,46,wickets,Player_43,235,183,10,4
MATCH0255,2012-04-03,2012,Bangalore,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,2,wickets,Player_6,243,241,0,6
MATCH0256,2014-05-23,2014,Jaipur,Rajasthan Royals,Rajasthan Royals,Punjab Kings,12,runs,Player_70,243,249,0,9
MATCH0257,2022-05-14,2022,Pune,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,25,wickets,Player_70,114,218,10,2
MATCH0258,2011-06-15,2011,Delhi,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,48,runs,Player_51,129,135,3,5
MATCH0259,2022-04-03,2022,Jaipur,Kolkata Knight Riders,Delhi Capitals,Punjab Kings,30,wickets,Player_84,191,205,10,3
MATCH0260,2016-04-26,2016,Mumbai,Punjab Kings,Sunrisers Hyderabad,Mumbai Indians,41,wickets,Player_47,154,197,1,10
MATCH0261,2017-10-01,2017,Jaipur,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,3,runs,Player_64,237,178,2,5
MATCH0262,2015-05-21,2015,Jaipur,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,14,wickets,Player_39,200,101,0,9
MATCH0263,2019-05-24,2019,Chennai,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,13,wickets,Player_66,150,128,4,0
MATCH0264,2017-10-21,2017,Hyderabad,Kolkata Knight Riders,Chennai Super Kings,Royal Challengers Bangalore,5,wickets,Player_32,245,132,0,7
MATCH0265,2022-04-12,2022,Kolkata,Punjab Kings,Punjab Kings,Mumbai Indians,36,runs,Player_60,179,111,8,4
MATCH0266,2015-06-28,2015,Kolkata,Delhi Capitals,Punjab Kings,Sunrisers Hyderabad,43,wickets,Player_67,124,177,5,8
MATCH0267,2015-08-14,2015,Chennai,Delhi Capitals,Royal Challengers Bangalore,Chennai Super Kings,22,wickets,Player_12,180,242,9,7
MATCH0268,2022-07-21,2022,Bangalore,Mumbai Indians,Kolkata Knight Riders,Chennai Super Kings,1,runs,Player_22,130,208,10,6
MATCH0269,2008-07-30,2008,Pune,Punjab Kings,Royal Challengers Bangalore,Kolkata Knight Riders,3,runs,Player_45,143,158,10,3
MATCH0270,2012-02-18,2012,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,19,wickets,Player_10,100,82,2,2
MATCH0271,2020-09-25,2020,Jaipur,Punjab Kings,Punjab Kings,Mumbai Indians,30,wickets,Player_96,203,161,3,1
MATCH0272,2024-01-23,2024,Delhi,Rajasthan Royals,Punjab Kings,Rajasthan Royals,20,wickets,Player_60,229,217,2,9
MATCH0273,2009-07-15,2009,Jaipur,Rajasthan Royals,Punjab Kings,Kolkata Knight Riders,12,wickets,Player_82,148,109,5,5
MATCH0274,2014-03-06,2014,Kolkata,Punjab Kings,Kolkata Knight Riders,Royal Challengers Bangalore,35,runs,Player_70,214,161,7,3
MATCH0275,2024-08-13,2024,Pune,Chennai Super Kings,Delhi Capitals,Delhi Capitals,15,wickets,Player_96,242,204,7,2
MATCH0276,2008-05-10,2008,Delhi,Kolkata Knight Riders,Royal Challengers Bangalore,Sunrisers Hyderabad,46,wickets,Player_23,127,162,9,5
MATCH0277,2023-04-04,2023,Chennai,Mumbai Indians,Punjab Kings,Chennai Super Kings,47,runs,Player_69,91,236,4,0
MATCH0278,2008-11-30,2008,Chennai,Kolkata Knight Riders,Royal Challengers Bangalore,Mumbai Indians,8,runs,Player_91,107,172,6,2
MATCH0279,2017-01-25,2017,Hyderabad,Sunrisers Hyderabad,Punjab Kings,Mumbai Indians,38,runs,Player_68,189,244,0,1
MATCH0280,2016-01-01,2016,Delhi,Delhi Capitals,Kolkata Knight Riders,Mumbai Indians,16,wickets,Player_92,110,98,1,2
MATCH0281,2020-04-25,2020,Mumbai,Delhi Capitals,Mumbai Indians,Punjab Kings,34,runs,Player_30,186,157,4,1
MATCH0282,2014-09-18,2014,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,25,runs,Player_100,100,86,8,4
MATCH0283,2025-01-03,2025,Bangalore,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,24,runs,Player_43,188,109,10,10
MATCH0284,2023-11-01,2023,Jaipur,Chennai Super Kings,Rajasthan Royals,Sunrisers Hyderabad,7,wickets,Player_75,97,236,4,0
MATCH0285,2022-01-11,2022,Kolkata,Punjab Kings,Mumbai Indians,Mumbai Indians,40,wickets,Player_57,85,130,1,4
MATCH0286,2022-03-30,2022,Pune,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,46,runs,Player_28,84,82,5,7
MATCH0287,2023-02-01,2023,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Punjab Kings,42,runs,Player_24,156,216,4,9
MATCH0288,2019-05-25,2019,Bangalore,Chennai Super Kings,Sunrisers Hyderabad,Royal Challengers Bangalore,13,runs,Player_18,149,229,3,3
MATCH0289,2021-06-17,2021,Jaipur,Punjab Kings,Sunrisers Hyderabad,Kolkata Knight Riders,7,runs,Player_33,113,186,8,6
MATCH0290,2024-07-07,2024,Kolkata,Sunrisers Hyderabad,Chennai Super Kings,Royal Challengers Bangalore,17,wickets,Player_24,144,171,2,1
MATCH0291,2020-11-18,2020,Kolkata,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,11,runs,Player_3,124,153,6,3
MATCH0292,2009-03-21,2009,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Chennai Super Kings,3,runs,Player_92,203,129,7,8
MATCH0293,2015-04-27,2015,Bangalore,Kolkata Knight Riders,Delhi Capitals,Chennai Super Kings,23,runs,Player_38,129,141,1,0
MATCH0294,2012-07-18,2012,Hyderabad,Mumbai Indians,Rajasthan Royals,Mumbai Indians,32,wickets,Player_48,147,113,5,7
MATCH0295,2015-02-18,2015,Mumbai,Punjab Kings,Delhi Capitals,Sunrisers Hyderabad,39,runs,Player_94,135,169,8,7
MATCH0296,2011-02-15,2011,Bangalore,Rajasthan Royals,Kolkata Knight Riders,Mumbai Indians,18,runs,Player_2,139,155,10,6
MATCH0297,2010-11-30,2010,Chennai,Kolkata Knight Riders,Mumbai Indians,Delhi Capitals,9,runs,Player_79,186,182,4,5
MATCH0298,2020-05-11,2020,Kolkata,Mumbai Indians,Chennai Super Kings,Mumbai Indians,31,runs,Player_5,199,128,9,9
MATCH0299,2008-08-06,2008,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Mumbai Indians,41,wickets,Player_97,108,211,10,5
MATCH0300,2023-05-02,2023,Chennai,Punjab Kings,Punjab Kings,Chennai Super Kings,2,wickets,Player_73,157,201,1,7
MATCH0301,2021-10-26,2021,Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,41,runs,Player_77,156,80,7,8
MATCH0302,2013-04-17,2013,Kolkata,Sunrisers Hyderabad,Delhi Capitals,Chennai Super Kings,48,wickets,Player_16,122,214,6,3
MATCH0303,2020-07-22,2020,Pune,Delhi Capitals,Mumbai Indians,Royal Challengers Bangalore,46,runs,Player_89,215,188,5,5
MATCH0304,2016-07-02,2016,Delhi,Kolkata Knight Riders,Chennai Super Kings,Delhi Capitals,16,runs,Player_4,181,233,5,6
MATCH0305,2008-05-27,2008,Bangalore,Rajasthan Royals,Kolkata Knight Riders,Chennai Super Kings,17,runs,Player_50,234,164,4,5
MATCH0306,2015-02-18,2015,Chennai,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,3,wickets,Player_64,215,205,7,6
MATCH0307,2023-01-27,2023,Hyderabad,Punjab Kings,Punjab Kings,Kolkata Knight Riders,46,runs,Player_38,196,231,10,5
MATCH0308,2023-02-03,2023,Chennai,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,25,wickets,Player_77,214,208,7,5
MATCH0309,2010-08-31,2010,Pune,Rajasthan Royals,Rajasthan Royals,Punjab Kings,12,wickets,Player_66,109,227,4,8
MATCH0310,2009-04-19,2009,Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,37,runs,Player_13,183,94,10,4
MATCH0311,2017-11-02,2017,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai Indians,22,runs,Player_23,247,117,8,6
MATCH0312,2020-04-07,2020,Pune,Rajasthan Royals,Royal Challengers Bangalore,Mumbai Indians,2,wickets,Player_48,182,181,1,1
MATCH0313,2020-07-02,2020,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Mumbai Indians,29,runs,Player_8,191,161,8,10
MATCH0314,2008-07-01,2008,Kolkata,Kolkata Knight Riders,Mumbai Indians,Chennai Super Kings,28,wickets,Player_82,86,117,1,5
MATCH0315,2019-12-02,2019,Jaipur,Delhi Capitals,Chennai Super Kings,Sunrisers Hyderabad,44,runs,Player_86,231,158,5,1
MATCH0316,2013-01-29,2013,Jaipur,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,29,wickets,Player_65,242,219,4,6
MATCH0317,2011-03-10,2011,Delhi,Punjab Kings,Kolkata Knight Riders,Chennai Super Kings,28,wickets,Player_25,129,130,2,5
MATCH0318,2011-06-18,2011,Kolkata,Sunrisers Hyderabad,Chennai Super Kings,Rajasthan Royals,44,wickets,Player_32,100,125,7,2
MATCH0319,2009-08-21,2009,Pune,Chennai Super Kings,Kolkata Knight Riders,Rajasthan Royals,41,wickets,Player_86,81,91,4,9
MATCH0320,2019-06-26,2019,Hyderabad,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,50,runs,Player_82,151,91,1,5
MATCH0321,2024-07-15,2024,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Mumbai Indians,37,runs,Player_14,119,201,1,4
MATCH0322,2014-06-14,2014,Pune,Delhi Capitals,Royal Challengers Bangalore,Punjab Kings,3,wickets,Player_91,156,146,0,6
MATCH0323,2011-07-09,2011,Jaipur,Mumbai Indians,Chennai Super Kings,Sunrisers Hyderabad,4,wickets,Player_43,175,110,3,8
MATCH0324,2010-06-29,2010,Pune,Punjab Kings,Chennai Super Kings,Royal Challengers Bangalore,8,runs,Player_55,181,168,1,1
MATCH0325,2015-10-07,2015,Mumbai,Rajasthan Royals,Sunrisers Hyderabad,Punjab Kings,20,runs,Player_35,145,82,5,3
MATCH0326,2009-10-08,2009,Kolkata,Chennai Super Kings,Mumbai Indians,Kolkata Knight Riders,24,wickets,Player_93,121,220,10,1
MATCH0327,2022-02-27,2022,Chennai,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,33,wickets,Player_16,223,199,3,6
MATCH0328,2016-03-11,2016,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajasthan Royals,50,runs,Player_65,198,158,2,8
MATCH0329,2013-01-02,2013,Chennai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,7,wickets,Player_46,245,237,0,8
MATCH0330,2013-12-09,2013,Chennai,Royal Challengers Bangalore,Rajasthan Royals,Delhi Capitals,44,runs,Player_56,96,168,8,8
MATCH0331,2022-07-21,2022,Jaipur,Kolkata Knight Riders,Punjab Kings,Sunrisers Hyderabad,11,wickets,Player_48,177,178,5,7
MATCH0332,2018-11-01,2018,Hyderabad,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,16,wickets,Player_12,169,166,10,3
MATCH0333,2025-04-08,2025,Kolkata,Rajasthan Royals,Delhi Capitals,Sunrisers Hyderabad,21,wickets,Player_7,232,211,6,3
MATCH0334,2021-02-26,2021,Kolkata,Delhi Capitals,Punjab Kings,Punjab Kings,26,wickets,Player_11,139,185,8,7
MATCH0335,2012-05-07,2012,Kolkata,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,48,wickets,Player_52,200,217,2,1
MATCH0336,2008-07-28,2008,Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,24,runs,Player_57,95,110,10,5
MATCH0337,2020-06-28,2020,Jaipur,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,45,runs,Player_68,193,118,6,9
MATCH0338,2011-11-13,2011,Chennai,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,35,wickets,Player_13,106,157,10,1
MATCH0339,2010-10-24,2010,Pune,Mumbai Indians,Kolkata Knight Riders,Delhi Capitals,23,runs,Player_53,187,209,0,7
MATCH0340,2017-05-30,2017,Jaipur,Punjab Kings,Rajasthan Royals,Rajasthan Royals,23,runs,Player_56,92,95,3,3
MATCH0341,2017-09-25,2017,Hyderabad,Mumbai Indians,Punjab Kings,Mumbai Indians,5,runs,Player_32,102,116,10,4
MATCH0342,2010-12-16,2010,Delhi,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,34,runs,Player_47,90,191,2,2
MATCH0343,2014-06-12,2014,Pune,Royal Challengers Bangalore,Chennai Super Kings,Sunrisers Hyderabad,23,wickets,Player_6,238,197,5,9
MATCH0344,2021-06-13,2021,Delhi,Royal Challengers Bangalore,Mumbai Indians,Kolkata Knight Riders,11,wickets,Player_93,241,220,9,0
MATCH0345,2017-01-05,2017,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai Indians,3,wickets,Player_70,173,209,8,3
MATCH0346,2011-01-30,2011,Chennai,Sunrisers Hyderabad,Rajasthan Royals,Punjab Kings,19,runs,Player_82,164,190,4,6
MATCH0347,2011-11-03,2011,Hyderabad,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,6,runs,Player_89,151,170,10,6
MATCH0348,2023-06-15,2023,Bangalore,Royal Challengers Bangalore,Punjab Kings,Chennai Super Kings,16,runs,Player_98,90,135,0,7
MATCH0349,2025-02-01,2025,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai Indians,47,wickets,Player_76,149,218,1,2
MATCH0350,2022-03-07,2022,Mumbai,Kolkata Knight Riders,Mumbai Indians,Punjab Kings,34,wickets,Player_35,181,181,4,1
MATCH0351,2015-10-21,2015,Jaipur,Mumbai Indians,Punjab Kings,Punjab Kings,14,wickets,Player_93,152,175,7,9
MATCH0352,2009-05-10,2009,Pune,Royal Challengers Bangalore,Punjab Kings,Rajasthan Royals,3,runs,Player_35,88,83,0,10
MATCH0353,2011-11-10,2011,Jaipur,Royal Challengers Bangalore,Chennai Super Kings,Mumbai Indians,9,wickets,Player_32,190,114,5,3
MATCH0354,2015-02-03,2015,Jaipur,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,41,wickets,Player_71,233,115,6,9
MATCH0355,2018-05-23,2018,Hyderabad,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,14,wickets,Player_84,246,158,10,1
MATCH0356,2014-01-02,2014,Delhi,Royal Challengers Bangalore,Chennai Super Kings,Rajasthan Royals,43,wickets,Player_53,144,86,1,0
MATCH0357,2021-04-23,2021,Chennai,Chennai Super Kings,Punjab Kings,Rajasthan Royals,38,wickets,Player_71,151,126,5,3
MATCH0358,2010-04-01,2010,Jaipur,Delhi Capitals,Chennai Super Kings,Punjab Kings,11,runs,Player_30,185,121,10,0
MATCH0359,2015-02-13,2015,Jaipur,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,35,wickets,Player_72,151,152,1,9
MATCH0360,2020-09-07,2020,Hyderabad,Kolkata Knight Riders,Chennai Super Kings,Punjab Kings,4,runs,Player_15,202,217,3,2
MATCH0361,2022-10-30,2022,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,17,wickets,Player_87,96,159,5,0
MATCH0362,2016-08-11,2016,Kolkata,Punjab Kings,Royal Challengers Bangalore,Kolkata Knight Riders,16,runs,Player_67,219,245,1,10
MATCH0363,2018-04-11,2018,Hyderabad,Rajasthan Royals,Chennai Super Kings,Punjab Kings,7,wickets,Player_80,203,110,8,7
MATCH0364,2014-12-04,2014,Jaipur,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,14,wickets,Player_1,224,89,4,4
MATCH0365,2011-03-17,2011,Delhi,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,9,runs,Player_11,248,155,6,9
MATCH0366,2011-03-06,2011,Delhi,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2,runs,Player_51,241,126,5,1
MATCH0367,2016-06-28,2016,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,8,wickets,Player_14,101,123,2,8
MATCH0368,2022-04-16,2022,Mumbai,Delhi Capitals,Royal Challengers Bangalore,Rajasthan Royals,4,runs,Player_68,105,131,2,6
MATCH0369,2019-11-14,2019,Pune,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,3,wickets,Player_48,199,159,2,9
