EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,EducationLevel,Attrition,MonthlyIncome,PerformanceRating,OverTime
EMP0360,27,Male,Human Resources,Laboratory Technician,11,3,No,93495,3,Yes
EMP0361,49,Female,Research & Development,Laboratory Technician,2,5,No,32830,5,Yes
EMP0362,39,Female,Human Resources,Sales Executive,11,2,Yes,103719,1,Yes
EMP0363,24,Male,Human Resources,Sales Representative,2,2,Yes,30504,5,Yes
EMP0364,22,Male,Human Resources,Sales Representative,11,3,Yes,102515,2,No
EMP0365,43,Female,Sales,Sales Executive,15,4,No,132478,2,Yes
EMP0366,30,Female,Research & Development,Research Scientist,7,1,Yes,108025,4,Yes
EMP0367,38,Male,Research & Development,Research Scientist,14,3,Yes,89937,4,No
EMP0368,32,Male,Sales,Sales Representative,13,3,Yes,70238,1,No
EMP0369,50,Female,Human Resources,Sales Executive,7,5,No,119915,2,Yes
EMP0370,57,Male,Research & Development,Laboratory Technician,4,4,Yes,119091,1,Yes
EMP0371,49,Male,Sales,Research Scientist,7,5,No,95277,4,Yes
EMP0372,57,Male,Research & Development,Sales Executive,13,4,No,63411,3,No
EMP0373,22,Male,Human Resources,Laboratory Technician,4,2,Yes,103288,2,Yes
EMP0374,29,Male,Research & Development,Sales Representative,8,5,Yes,76129,4,Yes
EMP0375,26,Male,Human Resources,Laboratory Technician,9,3,No,119860,2,Yes
EMP0376,31,Male,Human Resources,Sales Representative,10,4,No,110977,4,No
EMP0377,56,Male,Sales,Sales Executive,10,1,Yes,141490,3,No
EMP0378,24,Female,Human Resources,Research Scientist,3,2,Yes,104839,4,No
EMP0379,45,Female,Sales,HR Manager,2,4,Yes,67254,3,Yes
EMP0380,59,Male,Research & Development,Research Scientist,13,2,Yes,83166,2,No
EMP0381,57,Female,Human Resources,Sales Executive,13,2,Yes,66149,5,Yes
EMP0382,31,Male,Research & Development,Sales Executive,4,1,Yes,39865,4,Yes
EMP0383,49,Male,Human Resources,Sales Representative,15,5,Yes,96723,3,No
EMP0384,30,Male,Sales,Laboratory Technician,6,1,No,55367,4,No
EMP0385,24,Male,Research & Development,Research Scientist,5,4,No,135215,1,No
EMP0386,41,Female,Research & Development,HR Manager,14,2,Yes,109726,2,No
EMP0387,45,Male,Research & Development,Laboratory Technician,0,1,Yes,135117,1,No
EMP0388,24,Male,Human Resources,Sales Executive,5,3,Yes,96069,5,No
EMP0389,44,Female,Human Resources,HR Manager,3,2,Yes,141015,4,No
EMP0390,35,Male,Human Resources,HR Manager,13,4,Yes,69618,1,Yes
EMP0391,37,Male,Human Resources,Sales Representative,8,3,No,44751,4,Yes
EMP0392,28,Female,Sales,Research Scientist,15,2,No,83864,2,Yes
EMP0393,44,Male,Human Resources,Sales Executive,3,5,No,90560,1,Yes
EMP0394,57,Male,Sales,HR Manager,4,1,No,61789,1,Yes
EMP0395,48,Female,Human Resources,Research Scientist,1,2,No,67876,5,No
EMP0396,31,Female,Research & Development,Laboratory Technician,13,1,Yes,139955,5,No
EMP0397,37,Female,Human Resources,Sales Representative,0,1,No,90074,2,Yes
EMP0398,32,Male,Sales,Research Scientist,5,1,No,98024,5,No
EMP0399,33,Female,Human Resources,Sales Representative,2,3,Yes,112564,3,Yes
EMP0400,48,Female,Human Resources,Research Scientist,4,1,Yes,75005,3,No
EMP0401,23,Male,Research & Development,Laboratory Technician,12,2,No,57034,2,Yes
EMP0402,33,Female,Sales,Sales Executive,13,2,Yes,82254,3,Yes
EMP0403,43,Male,Sales,Research Scientist,11,1,Yes,126085,1,Yes
EMP0404,48,Male,Research & Development,Sales Executive,4,1,Yes,106221,2,Yes
EMP0405,37,Female,Research & Development,HR Manager,12,3,Yes,100311,2,No
EMP0406,39,Female,Research & Development,HR Manager,7,4,No,135962,1,No
EMP0407,32,Female,Human Resources,Laboratory Technician,9,1,No,99889,1,Yes
EMP0408,28,Male,Sales,Laboratory Technician,3,4,Yes,44000,3,Yes
EMP0409,46,Male,Research & Development,HR Manager,10,3,No,79914,2,Yes
EMP0410,24,Male,Research & Development,Sales Representative,10,4,Yes,68399,3,Yes
EMP0411,52,Female,Sales,HR Manager,3,1,No,131765,3,No
EMP0412,36,Female,Human Resources,HR Manager,1,5,Yes,106582,1,Yes
EMP0413,34,Female,Human Resources,Sales Executive,2,3,No,99953,3,No
EMP0414,51,Female,Human Resources,Sales Representative,11,3,Yes,33664,1,Yes
EMP0415,44,Male,Sales,Sales Executive,14,4,No,64763,3,No
EMP0416,41,Male,Human Resources,HR Manager,13,3,Yes,68012,2,No
EMP0417,36,Female,Human Resources,Sales Executive,14,2,Yes,71423,2,Yes
EMP0418,36,Female,Sales,Research Scientist,13,3,Yes,31294,1,No
EMP0419,23,Male,Sales,Sales Representative,9,4,Yes,133852,5,Yes
EMP0420,34,Female,Research & Development,Laboratory Technician,15,5,Yes,109289,1,No
EMP0421,47,Male,Sales,Sales Representative,4,5,Yes,51845,3,No
EMP0422,43,Male,Human Resources,HR Manager,5,4,No,116885,2,No
EMP0423,39,Male,Sales,Sales Executive,2,5,Yes,113887,1,No
EMP0424,26,Female,Human Resources,Sales Executive,4,5,Yes,97471,5,Yes
EMP0425,39,Female,Research & Development,Sales Representative,0,1,No,135670,4,No
EMP0426,44,Female,Human Resources,Research Scientist,11,4,Yes,81707,4,Yes
EMP0427,54,Female,Human Resources,Laboratory Technician,14,1,No,144797,5,No
EMP0428,47,Female,Human Resources,Research Scientist,12,4,No,31299,4,No
EMP0429,56,Female,Sales,Sales Representative,10,3,Yes,72816,2,Yes
EMP0430,43,Female,Human Resources,Sales Representative,14,3,Yes,52400,3,Yes
EMP0431,23,Female,Sales,Laboratory Technician,5,1,Yes,45501,4,Yes
EMP0432,29,Male,Research & Development,Sales Representative,8,3,Yes,139536,5,No
EMP0433,38,Male,Research & Development,Sales Executive,3,4,No,146343,2,No
EMP0434,33,Female,Research & Development,Sales Representative,7,4,No,34115,3,No
EMP0435,59,Male,Human Resources,HR Manager,9,5,Yes,51499,3,Yes
EMP0436,38,Male,Human Resources,Laboratory Technician,15,1,Yes,82228,2,No
EMP0437,24,Female,Research & Development,Research Scientist,10,4,No,48289,2,No
EMP0438,28,Male,Research & Development,Sales Representative,1,5,Yes,90120,1,No
EMP0439,60,Female,Sales,Research Scientist,13,5,Yes,35122,5,No
EMP0440,49,Female,Sales,Research Scientist,9,3,Yes,81997,5,No
EMP0441,44,Male,Research & Development,Sales Executive,10,4,No,82456,2,No
EMP0442,42,Male,Research & Development,HR Manager,12,1,Yes,67994,3,Yes
EMP0443,49,Male,Research & Development,Laboratory Technician,10,4,Yes,102466,3,Yes
EMP0444,60,Male,Research & Development,Research Scientist,5,1,Yes,108882,5,Yes
EMP0445,54,Male,Human Resources,Sales Executive,4,4,Yes,148191,1,No
EMP0446,29,Female,Human Resources,Sales Representative,1,1,Yes,38022,5,Yes
EMP0447,46,Male,Sales,Research Scientist,6,4,Yes,32369,2,No
EMP0448,58,Male,Research & Development,Research Scientist,13,3,Yes,140083,1,No
EMP0449,34,Female,Human Resources,Sales Representative,8,5,No,101350,3,No
EMP0450,38,Female,Human Resources,Sales Representative,10,1,No,53480,5,No
EMP0451,24,Male,Human Resources,HR Manager,3,1,No,65462,4,No
EMP0452,49,Male,Human Resources,Sales Executive,11,2,Yes,100076,4,Yes
EMP0453,22,Male,Research & Development,Sales Representative,9,1,Yes,139256,1,No
EMP0454,55,Female,Research & Development,Sales Representative,5,4,Yes,63117,4,No
EMP0455,56,Female,Human Resources,HR Manager,3,4,Yes,76998,4,No
EMP0456,34,Male,Research & Development,Laboratory Technician,9,3,Yes,98168,4,Yes
EMP0457,45,Female,Human Resources,HR Manager,8,2,Yes,43680,5,Yes
EMP0458,49,Male,Human Resources,Research Scientist,15,5,No,130948,2,No
EMP0459,26,Male,Sales,Sales Representative,14,4,No,59024,2,Yes
EMP0460,43,Female,Sales,Laboratory Technician,7,1,Yes,30071,2,No
EMP0461,42,Female,Research & Development,Sales Executive,5,3,Yes,102912,2,Yes
EMP0462,29,Male,Sales,Sales Executive,9,3,Yes,144984,5,No
EMP0463,41,Female,Sales,Laboratory Technician,8,5,Yes,100729,5,No
EMP0464,54,Male,Research & Development,Sales Executive,3,4,Yes,105121,5,Yes
EMP0465,41,Male,Sales,Sales Representative,7,2,Yes,102816,4,No
EMP0466,48,Male,Research & Development,Sales Executive,8,5,No,54897,3,No
EMP0467,42,Male,Sales,Sales Representative,4,4,Yes,144679,1,No
EMP0468,47,Male,Sales,Sales Representative,3,1,No,117257,3,Yes
EMP0469,40,Male,Sales,Sales Representative,6,1,No,135447,5,No
EMP0470,57,Female,Research & Development,Sales Executive,5,2,Yes,35393,1,No
EMP0471,30,Male,Sales,Sales Representative,0,5,Yes,73238,2,Yes
EMP0472,34,Female,Human Resources,HR Manager,1,1,Yes,93237,3,No
EMP0473,48,Male,Sales,HR Manager,6,5,Yes,69992,4,Yes
EMP0474,46,Male,Research & Development,Sales Representative,0,4,No,117393,5,Yes
EMP0475,33,Female,Sales,Sales Representative,15,1,Yes,136797,3,Yes
EMP0476,58,Male,Sales,HR Manager,0,5,No,100891,4,No
EMP0477,41,Female,Human Resources,Sales Executive,11,2,No,102229,3,No
EMP0478,47,Male,Human Resources,Laboratory Technician,6,4,No,61058,1,Yes
EMP0479,57,Male,Sales,Laboratory Technician,9,3,Yes,111114,5,Yes
EMP0480,22,Male,Research & Development,Research Scientist,13,5,Yes,107988,3,Yes
EMP0481,41,Male,Research & Development,Sales Representative,14,4,Yes,126586,5,No
EMP0482,40,Male,Human Resources,Sales Representative,4,5,No,92092,3,No
EMP0483,35,Female,Human Resources,Sales Representative,14,1,No,64329,5,Yes
EMP0484,49,Male,Sales,Laboratory Technician,9,3,Yes,139236,5,No
EMP0485,59,Female,Research & Development,Sales Representative,3,5,Yes,142015,2,Yes
EMP0486,60,Female,Research & Development,HR Manager,3,1,No,127453,5,No
EMP0487,42,Male,Research & Development,Sales Representative,14,5,Yes,43891,2,Yes
EMP0488,51,Female,Research & Development,Research Scientist,13,4,Yes,102526,3,Yes
EMP0489,50,Female,Human Resources,Research Scientist,15,2,Yes,75564,4,Yes
EMP0490,50,Female,Human Resources,HR Manager,8,4,No,84525,4,No
EMP0491,35,Male,Sales,Laboratory Technician,2,3,Yes,143441,2,No
EMP0492,54,Male,Research & Development,Sales Representative,4,2,No,61006,4,Yes
EMP0493,52,Female,Sales,Research Scientist,8,1,Yes,31909,2,No
EMP0494,32,Female,Sales,Laboratory Technician,3,3,No,49579,1,Yes
EMP0495,27,Female,Sales,Sales Executive,11,5,Yes,88599,5,No
EMP0496,40,Male,Sales,Research Scientist,2,3,No,133324,3,Yes
EMP0497,54,Female,Human Resources,Laboratory Technician,7,4,Yes,78569,4,Yes
EMP0498,43,Male,Human Resources,Laboratory Technician,2,1,Yes,149956,4,Yes
EMP0499,27,Male,Research & Development,Sales Representative,10,2,No,31667,2,No
EMP0500,37,Female,Research & Development,Laboratory Technician,5,1,No,36192,5,No
EMP0501,41,Female,Human Resources,Laboratory Technician,10,2,Yes,30082,2,Yes
EMP0502,36,Female,Research & Development,Laboratory Technician,8,4,Yes,57899,3,Yes
EMP0503,34,Male,Human Resources,HR Manager,14,4,Yes,36019,3,Yes
EMP0504,31,Male,Human Resources,HR Manager,2,2,No,119084,2,Yes
EMP0505,23,Male,Research & Development,Laboratory Technician,10,1,No,75208,3,No
EMP0506,24,Female,Research & Development,Sales Representative,1,4,No,124398,3,Yes
EMP0507,37,Male,Human Resources,Laboratory Technician,13,2,Yes,81167,1,Yes
EMP0508,52,Male,Human Resources,Sales Executive,3,4,Yes,129584,5,Yes
EMP0509,26,Female,Human Resources,Laboratory Technician,10,1,Yes,118974,4,Yes
EMP0510,51,Male,Human Resources,Laboratory Technician,6,3,No,82860,2,Yes
EMP0511,48,Male,Human Resources,Sales Executive,1,2,Yes,43346,5,Yes
EMP0512,58,Female,Research & Development,Research Scientist,0,2,No,107617,2,Yes
EMP0513,34,Male,Research & Development,HR Manager,7,3,Yes,146471,2,Yes
EMP0514,46,Female,Research & Development,HR Manager,4,5,Yes,143959,2,No
EMP0515,53,Male,Human Resources,Sales Representative,12,4,Yes,132046,3,Yes
EMP0516,47,Male,Sales,HR Manager,7,2,No,108176,1,No
EMP0517,37,Female,Research & Development,Sales Representative,6,4,Yes,76647,1,No
EMP0518,31,Female,Sales,Research Scientist,8,1,Yes,114547,5,No
EMP0519,22,Male,Research & Development,Laboratory Technician,15,1,No,56647,2,Yes
EMP0520,28,Male,Sales,Laboratory Technician,4,2,Yes,32265,3,Yes
EMP0521,49,Female,Research & Development,Research Scientist,15,2,No,149427,4,No
EMP0522,36,Female,Research & Development,Laboratory Technician,5,2,No,76849,2,No
EMP0523,33,Male,Research & Development,Research Scientist,15,5,No,80777,3,Yes
EMP0524,55,Female,Sales,Laboratory Technician,9,5,No,68375,4,Yes
EMP0525,51,Male,Sales,HR Manager,4,1,No,42725,2,No
EMP0526,25,Male,Research & Development,HR Manager,6,4,No,103132,5,Yes
EMP0527,57,Male,Research & Development,Laboratory Technician,2,4,Yes,64217,4,Yes
EMP0528,37,Female,Research & Development,Sales Executive,6,3,Yes,130565,2,No
EMP0529,29,Female,Sales,Research Scientist,0,4,Yes,104099,5,No
EMP0530,51,Male,Human Resources,Sales Representative,13,1,No,55111,3,Yes
EMP0531,30,Male,Sales,Laboratory Technician,2,5,Yes,138195,2,Yes
EMP0532,51,Male,Human Resources,Sales Representative,15,3,Yes,87445,1,No
EMP0533,55,Female,Human Resources,Sales Representative,6,5,Yes,100957,1,Yes
EMP0534,57,Female,Research & Development,Sales Representative,5,1,Yes,117158,2,Yes
EMP0535,60,Female,Sales,Sales Executive,1,4,No,140712,2,Yes
EMP0536,42,Male,Sales,Sales Executive,13,4,Yes,147598,2,No
EMP0537,50,Female,Human Resources,HR Manager,8,1,No,68560,3,Yes
EMP0538,54,Female,Human Resources,Research Scientist,12,3,Yes,86622,1,No
EMP0539,49,Female,Human Resources,Laboratory Technician,7,4,No,88828,3,Yes
EMP0540,57,Female,Sales,Laboratory Technician,11,5,Yes,104643,5,No
EMP0541,50,Female,Sales,Laboratory Technician,15,4,No,36787,5,No
EMP0542,32,Male,Sales,Laboratory Technician,5,1,Yes,95883,2,Yes
EMP0543,52,Female,Sales,Research Scientist,9,1,No,129768,5,Yes
EMP0544,50,Male,Sales,Laboratory Technician,7,1,No,92895,1,Yes
EMP0545,38,Male,Research & Development,Laboratory Technician,9,3,Yes,149797,1,Yes
EMP0546,37,Female,Human Resources,Research Scientist,15,3,Yes,124504,5,No
EMP0547,39,Male,Sales,HR Manager,15,4,Yes,149572,4,No
EMP0548,55,Male,Research & Development,Sales Executive,12,4,No,32556,4,Yes
EMP0549,53,Female,Research & Development,Laboratory Technician,11,5,Yes,115672,2,No
EMP0550,37,Male,Research & Development,Sales Executive,15,2,No,45507,4,No
EMP0551,39,Female,Sales,Sales Executive,9,2,No,99575,1,Yes
EMP0552,50,Female,Sales,Laboratory Technician,3,1,Yes,91879,2,No
EMP0553,26,Male,Human Resources,HR Manager,7,1,No,51233,4,Yes
EMP0554,40,Male,Human Resources,Sales Representative,3,2,Yes,84322,4,Yes
EMP0555,37,Female,Sales,Sales Representative,9,1,Yes,145105,1,Yes
EMP0556,39,Male,Human Resources,Laboratory Technician,13,5,Yes,114245,3,Yes
EMP0557,43,Female,Research & Development,Research Scientist,14,2,No,135335,3,Yes
EMP0558,42,Male,Research & Development,Research Scientist,10,2,Yes,34576,1,Yes
EMP0559,56,Male,Sales,HR Manager,7,4,No,34093,5,No
EMP0560,27,Male,Research & Development,Laboratory Technician,13,5,No,44810,3,Yes
EMP0561,30,Female,Research & Development,Research Scientist,3,3,No,112709,4,No
EMP0562,31,Female,Human Resources,Sales Executive,5,5,Yes,128319,2,No
EMP0563,36,Male,Sales,Laboratory Technician,14,3,Yes,56744,2,Yes
EMP0564,46,Female,Human Resources,Laboratory Technician,10,4,Yes,86063,1,No
EMP0565,31,Male,Research & Development,Sales Representative,3,1,No,78806,4,Yes
EMP0566,35,Female,Sales,Sales Representative,11,2,Yes,146464,3,No
EMP0567,26,Male,Sales,Laboratory Technician,12,5,Yes,120168,1,Yes
EMP0568,48,Male,Research & Development,Sales Executive,4,4,Yes,46105,1,Yes
EMP0569,48,Male,Research & Development,Research Scientist,15,1,Yes,36239,2,No
EMP0570,43,Female,Sales,Sales Executive,15,5,Yes,60267,5,No
EMP0571,56,Male,Research & Development,Sales Representative,13,1,No,65570,1,No
EMP0572,51,Male,Research & Development,Research Scientist,7,2,No,68748,1,No
EMP0573,48,Female,Sales,HR Manager,0,2,No,69716,1,No
EMP0574,25,Female,Sales,Laboratory Technician,9,2,No,63038,5,No
EMP0575,35,Female,Human Resources,Sales Representative,8,3,No,47239,2,Yes
EMP0576,48,Female,Human Resources,Research Scientist,6,2,No,108833,2,Yes
EMP0577,46,Male,Human Resources,Sales Representative,13,4,No,108027,3,Yes
EMP0578,59,Male,Research & Development,HR Manager,1,1,Yes,35670,2,Yes
EMP0579,23,Male,Human Resources,HR Manager,10,3,No,81563,5,Yes
EMP0580,58,Female,Human Resources,Sales Representative,8,1,No,93432,5,Yes
EMP0581,46,Female,Research & Development,Sales Executive,10,5,No,65947,2,No
EMP0582,52,Male,Research & Development,Sales Executive,13,1,No,117197,2,Yes
EMP0583,22,Male,Research & Development,Sales Executive,12,1,No,74950,2,No
EMP0584,44,Female,Human Resources,Laboratory Technician,14,5,No,85304,3,No
EMP0585,41,Male,Human Resources,Laboratory Technician,13,3,Yes,103220,4,Yes
EMP0586,46,Female,Sales,HR Manager,12,5,Yes,148277,1,Yes
EMP0587,48,Male,Human Resources,Sales Executive,8,5,No,82542,1,No
EMP0588,56,Female,Human Resources,HR Manager,1,1,No,137282,5,Yes
EMP0589,56,Female,Research & Development,Sales Representative,8,3,Yes,79050,2,Yes
EMP0590,60,Male,Research & Development,Laboratory Technician,15,2,Yes,51605,4,Yes
EMP0591,36,Male,Human Resources,Sales Representative,7,3,No,69437,1,Yes
EMP0592,53,Male,Sales,Laboratory Technician,10,2,No,35061,1,No
EMP0593,36,Male,Human Resources,Research Scientist,1,4,No,79522,4,No
EMP0594,39,Male,Research & Development,Research Scientist,9,2,Yes,48581,1,Yes
EMP0595,49,Female,Sales,HR Manager,14,2,Yes,133205,5,No
EMP0596,53,Male,Sales,HR Manager,13,4,Yes,131989,2,Yes
EMP0597,23,Female,Human Resources,Laboratory Technician,7,4,Yes,46521,4,No
EMP0598,46,Male,Human Resources,HR Manager,5,4,Yes,45313,4,No
EMP0599,43,Female,Sales,Research Scientist,6,2,Yes,72415,1,No
EMP0600,47,Female,Research & Development,Laboratory Technician,3,1,Yes,149296,3,No
EMP0601,32,Female,Sales,Sales Executive,10,2,Yes,75114,4,No
EMP0602,51,Female,Research & Development,Sales Executive,4,4,Yes,110121,3,No
EMP0603,30,Female,Human Resources,HR Manager,0,5,No,108296,4,No
EMP0604,56,Male,Sales,Research Scientist,0,5,Yes,87172,1,Yes
EMP0605,23,Female,Research & Development,Sales Representative,12,1,Yes,144326,4,No
EMP0606,47,Male,Research & Development,Research Scientist,2,2,No,92611,1,Yes
EMP0607,59,Female,Sales,Sales Representative,10,2,No,47947,4,Yes
EMP0608,58,Female,Research & Development,Laboratory Technician,11,5,No,71343,4,No
EMP0609,23,Female,Sales,Research Scientist,2,2,Yes,85767,2,No
EMP0610,27,Male,Human Resources,Sales Executive,1,1,No,130678,4,Yes
EMP0611,49,Female,Human Resources,Sales Representative,6,4,Yes,53364,3,No
EMP0612,30,Male,Sales,Laboratory Technician,11,5,No,54148,2,No
EMP0613,51,Female,Human Resources,Sales Executive,6,1,Yes,142080,5,Yes
EMP0614,33,Female,Human Resources,Sales Executive,5,5,Yes,53697,3,No
EMP0615,25,Female,Sales,Sales Executive,12,2,Yes,46368,1,Yes
EMP0616,38,Female,Research & Development,Laboratory Technician,7,2,No,109821,1,No
EMP0617,46,Male,Sales,HR Manager,9,4,No,31037,5,Yes
EMP0618,42,Female,Sales,Laboratory Technician,5,3,Yes,73487,3,Yes
EMP0619,35,Male,Sales,Research Scientist,11,2,Yes,60921,2,No
EMP0620,51,Male,Human Resources,Laboratory Technician,10,3,Yes,58240,4,No
EMP0621,42,Male,Research & Development,Sales Representative,13,4,Yes,113257,2,No
EMP0622,43,Male,Human Resources,Sales Representative,6,1,No,114871,2,No
EMP0623,46,Female,Human Resources,Research Scientist,7,4,Yes,116495,3,Yes
EMP0624,39,Female,Sales,Sales Representative,0,1,No,68652,4,Yes
EMP0625,48,Male,Human Resources,Sales Representative,1,3,Yes,87616,1,No
EMP0626,38,Male,Research & Development,Sales Representative,0,4,Yes,133956,4,No
EMP0627,27,Female,Sales,Laboratory Technician,3,1,Yes,33853,4,No
EMP0628,52,Female,Research & Development,Sales Representative,12,2,No,63897,2,No
EMP0629,23,Female,Research & Development,HR Manager,15,3,No,95392,2,Yes
EMP0630,56,Male,Human Resources,Sales Executive,1,4,Yes,70278,1,Yes
EMP0631,25,Female,Human Resources,Laboratory Technician,5,4,Yes,92967,2,No
EMP0632,44,Female,Human Resources,HR Manager,9,5,Yes,148065,2,No
EMP0633,36,Male,Sales,Sales Representative,9,2,No,80960,4,Yes
EMP0634,26,Female,Human Resources,Sales Representative,0,2,Yes,69790,1,No
EMP0635,24,Male,Research & Development,Sales Representative,7,4,No,100934,1,No
EMP0636,23,Male,Research & Development,Sales Executive,7,5,Yes,67823,5,Yes
EMP0637,37,Male,Sales,Sales Representative,1,5,Yes,119749,3,Yes
EMP0638,34,Female,Human Resources,Sales Representative,8,4,No,132952,3,No
EMP0639,23,Male,Research & Development,Research Scientist,3,2,No,72687,1,Yes
EMP0640,31,Male,Research & Development,Laboratory Technician,12,2,No,78806,4,No
EMP0641,37,Male,Research & Development,Laboratory Technician,12,5,No,108287,3,Yes
EMP0642,30,Male,Research & Development,HR Manager,4,5,No,59207,2,Yes
EMP0643,52,Male,Sales,Sales Executive,8,3,Yes,108745,2,No
EMP0644,29,Male,Research & Development,Sales Representative,2,4,No,87288,1,Yes
